No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section											
1305	EHDSPatientAnimal	 address	 0..*	 Address where the animal is located. The addresses are always sequences of address parts (e.g. street address line, country, ZIP code, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	 EHDSAddress	   	 Address 																					
1306	EHDSPatientAnimal	 deceased[x]	 0..1	 Indicates if the individual is deceased or not.	 boolean	   	 Deceased 																					
1307	EHDSPatientAnimal	 deceased[x]	 0..1	 Indicates if the individual is deceased or not.	 dateTime	   	 Deceased 																					
1308	EHDSPatientSummary	 	 0..*	 EHDS refined base model for Patient Summary	 	   	 Patient summary model 																					
1309	EHDSPatientSummary	 header	 1..1	 Common header for all patient-related data	 Base	   	 Document header elements 																					
1310	EHDSPatientSummary	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 																					
1311	EHDSPatientSummary	 header.identifier	 1..*	 Unique identifier of the document	 Identifier	   	 Document ID 																					
1312	EHDSPatientSummary	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
1313	EHDSPatientSummary	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
1314	EHDSPatientSummary	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
1315	EHDSPatientSummary	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
1316	EHDSPatientSummary	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
1317	EHDSPatientSummary	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
1318	EHDSPatientSummary	 header.status	 1..1	 Status of the resource	 CodeableConcept	   	 Status of the resource 																					
1319	EHDSPatientSummary	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
1320	EHDSPatientSummary	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
1321	EHDSPatientSummary	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
1322	EHDSPatientSummary	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
1323	EHDSPatientSummary	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
1324	EHDSPatientSummary	 header.documentType	 1..1	 Identifies the type of document at hand, e.g. Discharge report.	 CodeableConcept	 LOINC (preferred)  	 Document type 																					
1325	EHDSPatientSummary	 header.documentTitle	 1..1	 Document title, such as Discharge Report, Laboratory Result Report, etc.	 string	   	 Document title 																					
1326	EHDSPatientSummary	 header.documentStatus	 1..1	 The status of the Discharge report. E.g., preliminary, final.	 CodeableConcept	 hl7:CompositionStatus (preferred)  	 Document status 																					
1327	EHDSPatientSummary	 header.period	 0..1	 Time of service that is being documented	 Period	   	 Period 																					
1328	EHDSPatientSummary	 header.attestation	 0..*	 Document attestation details	 Base	   	 Attestation 																					
1329	EHDSPatientSummary	 header.attestation.attester	 1..1	 Attester who validated the document. Mulitple attesters could be provided.	 EHDSHealthProfessional	   	 Attester 																					
1330	EHDSPatientSummary	 header.attestation.datetime	 1..1	 Date and time of the approval of the document by Attester.	 dateTime	   	 DateTime 																					
1331	EHDSPatientSummary	 header.legalAuthentication	 0..1	 Document legal authentication	 Base	   	 Legal authentication 																					
1332	EHDSPatientSummary	 header.legalAuthentication.legalAuthenticator	 1..1	 The person taking responsibility for the medical content of the document	 EHDSHealthProfessional	   	 Legal authenticator 																					
1333	EHDSPatientSummary	 header.legalAuthentication.datetime	 1..1	 Date and time when the document was authorized.	 dateTime	   	 DateTime 																					
1334	EHDSPatientSummary	 header.eventType	 0..*	 Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	 CodeableConcept	 LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)  	 Event type 																					
1335	EHDSPatientSummary	 header.authorSpecialty	 0..*	 Additional details about where the content was created (e.g. clinical specialty)	 CodeableConcept	 SNOMED CT (preferred)  	 Specialty 																					
1336	EHDSPatientSummary	 header.custodian	 1..1	 Organisation that is in charge of maintaining the document/report.	 EHDSOrganisation	   	 Document custodian 																					
1337	EHDSPatientSummary	 header.documentFormat	 0..1	 An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.	 CodeableConcept	 HL7 Document Format Codes (preferred)  	 Document format 																					
1338	EHDSPatientSummary	 header.confidentiality	 0..1	 Level of confidentiality of the document. Implicit value is normal.	 CodeableConcept	 hl7:Confidentiality (preferred)  	 Confidentiality 																					
1339	EHDSPatientSummary	 knowledgeResources	 0..*	 Related documents and information sources	 Base	   	 Related documents and information sources 																					
1340	EHDSPatientSummary	 knowledgeResources.externalReference	 0..*	 ...	 RelatedArtifact	   	 ... 																					
1341	EHDSPatientSummary	 knowledgeResources.relatedTo	 0..*	 ...	 Reference	   	 ... 																					
